Series Name,"Series Code","Country Name","Country Code","2019 [YR2019]"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Cote d'Ivoire","CIV","15.6882063635315"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Croatia","HRV","2.84020328475383"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Cuba","CUB","3.56732632295441"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Curacao","CUW","0.231767604640278"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Cyprus","CYP","1.76523653588854"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Czechia","CZE","1.86084843679476"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Denmark","DNK","1.26628887578411"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Djibouti","DJI","1.51935122196429"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Dominica","DMA","11.9831632498562"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Dominican Republic","DOM","5.22728892621582"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Ecuador","ECU","7.78676467096136"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Egypt, Arab Rep.","EGY","10.6971354360257"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","El Salvador","SLV","5.1464335217926"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Equatorial Guinea","GNQ","2.43787857420381"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Eritrea","ERI",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Estonia","EST","2.30788365891061"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Ethiopia","ETH","33.6333290594336"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Faroe Islands","FRO","17.0514062234626"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Fiji","FJI","11.2911597996378"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Finland","FIN","2.34930667311493"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","France","FRA","1.52245926892254"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","French Polynesia","PYF","2.25047826168236"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Gabon","GAB","5.5544308701413"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Gambia, The","GMB","20.0040458725555"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Georgia","GEO","7.33548626473072"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Germany","DEU","0.790850030655333"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Ghana","GHA","17.323230201462"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Gibraltar","GIB",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Greece","GRC","3.80858922158369"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Greenland","GRL","18.4763686569553"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Grenada","GRD","4.67951202688308"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Guam","GUM",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Guatemala","GTM","9.40872555064273"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Guinea","GIN","26.4272768144568"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Guinea-Bissau","GNB","32.7967501891628"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Guyana","GUY","17.5953367342493"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Haiti","HTI","19.1874037315046"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Honduras","HND","10.6380334094751"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Hong Kong SAR, China","HKG","0.0723017256105577"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Hungary","HUN","3.33240711582559"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Iceland","ISL","4.3850316517953"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","India","IND","16.7555683032799"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Indonesia","IDN","12.7126026577522"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Iran, Islamic Rep.","IRN","13.3248691743433"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Iraq","IRQ","3.77000825306199"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Ireland","IRL","0.905751115819443"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Isle of Man","IMN","0.316670665474295"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Israel","ISR","1.33855300511561"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Italy","ITA","1.90729572312002"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Jamaica","JAM","7.01964952215967"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Japan","JPN","1.03894744464527"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Jordan","JOR","4.37195651485901"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kazakhstan","KAZ","4.46633595812751"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kenya","KEN","20.8611638110686"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kiribati","KIR",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Korea, Dem. People's Rep.","PRK",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Korea, Rep.","KOR","1.66793097899135"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kosovo","XKX","7.23866991904392"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kuwait","KWT","0.376203246969511"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Kyrgyz Republic","KGZ","10.3739026248931"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Lao PDR","LAO","16.0503390570341"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Latvia","LVA","3.75974528265568"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Lebanon","LBN","3.16909985150245"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Lesotho","LSO","4.46380208822172"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Liberia","LBR","36.4371513224574"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Libya","LBY","1.96191666744849"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Liechtenstein","LIE","0.139140766681258"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Lithuania","LTU","3.10018595090275"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Luxembourg","LUX","0.21536874421256"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Macao SAR, China","MAC",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","North Macedonia","MKD","8.13229139447626"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Madagascar","MDG","22.9562520100657"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Malawi","MWI","22.8946965649752"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Malaysia","MYS","7.24130800003819"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Maldives","MDV","4.49402391073316"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mali","MLI","37.3077973191963"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Malta","MLT","0.464973516507737"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Marshall Islands","MHL","18.2822535098344"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mauritania","MRT","19.957882454072"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mauritius","MUS","2.70724144125848"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mexico","MEX","3.3122180551361"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Micronesia, Fed. Sts.","FSM","23.2544923857868"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Moldova","MDA","10.1608126286441"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Monaco","MCO",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mongolia","MNG","11.5583828612266"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Montenegro","MNE","6.39384153850846"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Morocco","MAR","10.8424017370039"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Mozambique","MOZ","24.7697818136559"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Myanmar","MMR","20.8421577754282"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Namibia","NAM","7.0839768518425"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Nauru","NRU",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Nepal","NPL","21.583372760027"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Netherlands","NLD","1.63580569580164"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","New Caledonia","NCL","1.78613861386139"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","New Zealand","NZL","5.69403389305889"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Nicaragua","NIC","15.5296780421004"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Niger","NER","36.9919203931409"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Nigeria","NGA","21.9062959303516"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Northern Mariana Islands","MNP",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Norway","NOR","1.78246102169707"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Oman","OMN","1.99471933938581"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Pakistan","PAK","20.6778713222887"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Palau","PLW","3.39392874665551"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Panama","PAN","2.35729952141874"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Papua New Guinea","PNG","16.9761433524604"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Paraguay","PRY","9.66747366416727"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Peru","PER","6.85303103477238"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Philippines","PHL","8.82032374716967"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Poland","POL","2.36946425855979"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Portugal","PRT","2.08854854180033"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Puerto Rico","PRI","0.682321472056496"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Qatar","QAT","0.260005315111579"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Romania","ROU","4.42008259865203"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Russian Federation","RUS","3.53030291392166"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Rwanda","RWA","23.5606352969085"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Samoa","WSM","9.10454875149409"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","San Marino","SMR","0.0152774759329716"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sao Tome and Principe","STP","11.9296553435236"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Saudi Arabia","SAU","2.55954777337025"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Senegal","SEN","14.8962721234445"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Serbia","SRB","5.95441634483779"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Seychelles","SYC","2.12955445087691"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sierra Leone","SLE","58.1544708640891"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Singapore","SGP","0.0321888370280154"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sint Maarten (Dutch part)","SXM",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Slovak Republic","SVK","1.72554547278509"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Slovenia","SVN","2.02087768289801"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Solomon Islands","SLB","32.6711500680067"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Somalia","SOM",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","South Africa","ZAF","1.9503211452698"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","South Sudan","SSD",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Spain","ESP","2.46894251605563"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sri Lanka","LKA","7.25624893779769"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","St. Kitts and Nevis","KNA","0.899970246154566"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","St. Lucia","LCA","1.73316662900484"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","St. Martin (French part)","MAF",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","St. Vincent and the Grenadines","VCT","7.00102071108183"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sudan","SDN","20.1640153484443"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Suriname","SUR","8.59607814021171"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Eswatini","SWZ","8.5422339015273"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Sweden","SWE","1.39212483159621"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Switzerland","CHE","0.647745526895984"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Syrian Arab Republic","SYR","40.7410447915959"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Tajikistan","TJK","20.8670733588001"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Tanzania","TZA","26.5943119516018"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Thailand","THA","8.1285680400948"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Timor-Leste","TLS","14.1676064634338"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Togo","TGO","19.5145346708648"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Tonga","TON","19.6351208241071"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Trinidad and Tobago","TTO","1.58505601257357"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Tunisia","TUN","9.76636388032756"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Turkiye","TUR","6.40176069349971"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Turkmenistan","TKM","10.8113571045068"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Turks and Caicos Islands","TCA",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Tuvalu","TUV",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Uganda","UGA","22.9455088065564"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Ukraine","UKR","8.96518101437243"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","United Arab Emirates","ARE","0.746712202794498"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","United Kingdom","GBR","0.604721474036011"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","United States","USA","0.833339957749021"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Uruguay","URY","6.44628815107903"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Uzbekistan","UZB","24.3818233989593"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Vanuatu","VUT",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Venezuela, RB","VEN",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Viet Nam","VNM","11.7845285540387"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Virgin Islands (U.S.)","VIR",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","West Bank and Gaza","PSE","7.05401698427058"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Yemen, Rep.","YEM",".."
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Zambia","ZMB","2.86077493680796"
"Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","Zimbabwe","ZWE","9.81926160524559"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Afghanistan","AFG","14.0581123697768"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Albania","ALB","20.6196548783662"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Algeria","DZA","33.5743211841578"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","American Samoa","ASM",".."
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Andorra","AND","11.6998176283166"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Angola","AGO","49.7609216143959"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Antigua and Barbuda","ATG","21.0939260912965"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Argentina","ARG","23.1578477391434"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Armenia","ARM","24.9716084573435"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Aruba","ABW","11.3720370882194"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Australia","AUS","25.2735069295943"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Austria","AUT","25.2045293333185"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Azerbaijan","AZE","48.8236328425495"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bahamas, The","BHS","13.2458013859652"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bahrain","BHR","42.0803295106729"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bangladesh","BGD","32.8525491977868"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Barbados","BRB","11.863006908196"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Belarus","BLR","31.7370780512425"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Belgium","BEL","19.2593657257244"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Belize","BLZ","14.3112994004665"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Benin","BEN","16.3125612015902"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bermuda","BMU","6.37065036340846"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bhutan","BTN","33.0939033998675"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bolivia","BOL","25.2102745511952"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bosnia and Herzegovina","BIH","23.2037923056831"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Botswana","BWA","31.947105419301"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Brazil","BRA","18.7546275712259"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","British Virgin Islands","VGB",".."
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Brunei Darussalam","BRN","62.5153210994416"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Bulgaria","BGR","21.6948207439409"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Burkina Faso","BFA","27.4259133841654"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Burundi","BDI","10.9359800008699"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cabo Verde","CPV","13.2851974278212"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cambodia","KHM","34.2260507193204"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cameroon","CMR","23.826878053897"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Canada","CAN","24.0774078769413"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cayman Islands","CYM","7.70795298167285"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Central African Republic","CAF","20.5119712162628"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Chad","TCD","32.7290923445209"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Channel Islands","CHI","7.99059787100658"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Chile","CHL","27.1184422429165"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","China","CHN","38.5874054560514"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Colombia","COL","25.993426836769"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Comoros","COM","8.53100061504245"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Congo, Dem. Rep.","COD","39.6519158406748"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Congo, Rep.","COG","50.1286702761568"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Costa Rica","CRI","19.2336569313261"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cote d'Ivoire","CIV","21.6420400540965"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Croatia","HRV","19.7575686238913"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cuba","CUB","24.5495399680549"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Curacao","CUW","13.2746384916067"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Cyprus","CYP","12.9529274427744"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Czechia","CZE","31.5302362186778"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Denmark","DNK","20.708938087057"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Djibouti","DJI","14.610289493982"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Dominica","DMA","15.0803985101293"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Dominican Republic","DOM","29.0773366472454"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Ecuador","ECU","26.6504605861627"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Egypt, Arab Rep.","EGY","35.8254243817012"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","El Salvador","SLV","25.3481437171191"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Equatorial Guinea","GNQ","52.0754100364789"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Eritrea","ERI",".."
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Estonia","EST","23.0335681142788"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Ethiopia","ETH","24.8223675100372"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Faroe Islands","FRO","19.1133470734853"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Fiji","FJI","15.818662942965"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","Finland","FIN","23.8782946576725"
"Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","France","FRA","17.4246759666644"
